17864	4461	2251	5996	other
17865	4461	2251	5995	other
17866	4461	2251	5996	other
17867	4461	2249	5996	other
17868	4461	2249	5996	empty
17869	-9999	2249	5996	wheel_1
17870	4461	2249	5996	4He_full
17871	4461	2249	5995	4He_full
17872	4461	2249	5996	C12
17873	4461	2251	5996	other
17874	4461	2249	5996	other
17875	4461	2251	5996	other
17876	4461	2249	5996	other
17877	4461	2251	5996	other
17881	4461	2249	5996	4He_full
17883	-9999	2251	5996	4He_full
17884	4461	2249	5996	4He_full
17885	4461	2249	5996	4He_full
17886	4461	2249	5996	4He_full
17899	4461	2251	5996	empty
17900	4461	2249	5996	wheel_2
17901	4461	2249	5996	C12
17902	4461	-9999	5996	C12
17903	4461	2249	5996	C12
17905	4461	2249	5996	C12
17907	4461	2251	5996	4He_full
17908	4461	2249	5996	4He_full
17909	4461	2251	5996	4He_full
17910	4461	2249	5996	4He_full
17912	4461	2251	5996	4He_full
17913	4461	2249	5996	4He_full
17914	4461	2249	5996	4He_full
17915	4461	2249	5996	4He_full
17916	4461	2251	5996	4He_full
17917	4461	2249	5996	4He_full
17918	-9999	2249	5996	4He_full
17919	4461	2251	5996	4He_full
17920	4461	2249	5996	4He_full
17921	4461	2249	5996	4He_full
17922	4461	2251	5996	4He_full
17924	4461	2249	5996	empty
17925	4461	2249	5996	wheel_1
17928	4461	2249	5996	4He_full
17929	4461	2249	5996	4He_full
17930	4461	2251	5996	4He_full
17937	4461	2249	5995	4He_full
17939	4461	2251	5996	4He_full
17940	4461	2249	5996	4He_full
17941	-9999	2251	5996	4He_full
17942	4461	2251	5996	empty
17947	-9999	2251	5996	wheel_1
17948	4461	2249	5996	4He_full
17949	4461	2251	5996	4He_full
17950	4461	2249	5996	4He_full
17951	4461	2251	5996	4He_full
17952	4461	2249	5996	4He_full
17953	4461	2251	5996	4He_full
17954	4461	2251	5996	4He_full
17955	4461	2249	5996	4He_full
17956	4461	2249	5996	4He_full
17957	4461	2251	5996	4He_full
17960	4461	2249	5996	4He_full
17961	4461	2251	5996	empty
17962	4461	2249	5996	56Fe
17971	4461	2249	5996	4He_full
17972	4461	2249	5996	4He_full
17978	4461	2251	5996	4He_full
17979	4461	2249	5996	4He_full
17980	4461	2251	5996	4He_full
17981	4461	2251	5996	4He_full
17987	4461	2249	5996	4He_full
17988	4461	2251	5996	4He_full
17989	4461	2249	5996	4He_full
17990	4461	2251	5996	4He_full
17991	4461	2249	5996	4He_full
17992	4461	2249	5996	empty
17993	4461	2249	5996	empty
17994	4461	2251	5996	empty
17995	4461	2249	5996	empty
17997	4461	2249	5995	C12
17998	4461	2249	5996	C12
17999	4461	2251	5996	C12
18000	4461	2249	5996	C12
18001	4461	2249	5996	C12
18002	4461	2249	5996	C12
18003	4461	2249	5996	C12
18004	4461	2249	5996	C12
18005	4461	2249	5996	C12
18006	4461	2249	5996	C12
18007	4461	2249	5996	C12
18014	4461	2249	5996	C12
18015	4461	2249	5996	C12
18016	4461	2249	5996	C12
18017	4461	2249	5996	C12
18018	4461	2249	5996	C12
18019	4461	2251	5996	C12
18020	4461	2249	5996	C12
18021	4461	2249	5996	C12
18023	4461	2251	5996	C12
18024	4461	2251	5996	C12
18025	4461	2251	5996	C12
18026	4461	2251	5996	C12
18028	4461	2249	5996	C12
18029	4461	2251	5996	C12
18030	4461	2249	5996	C12
18031	4461	2251	5995	C12
18032	4461	2249	5996	C12
18034	4461	2249	5996	C12
18036	4461	2249	5996	C12
18037	-9999	2251	5996	CH2
18038	4461	2251	5996	CH2
18039	4461	2249	5996	C12
18040	4461	2249	5996	56Fe
18042	4461	2249	5996	56Fe
18043	4461	2251	5996	56Fe
18044	4461	2251	5996	56Fe
18045	4461	2032	5996	4He_full
18046	4461	2251	5996	4He_full
18047	4461	2249	5996	4He_full
18048	4461	2251	5996	4He_full
18050	4461	2251	5996	4He_full
18051	4461	2249	5996	4He_full
18052	4461	2251	5996	4He_full
18053	4461	2249	5997	4He_full
18054	4461	2251	5996	4He_full
18059	4461	2249	5996	4He_full
18060	4461	2245	5996	empty
18061	4461	2249	5996	C12
18062	4461	2251	5996	C12
18083	2261	2251	5996	C12
18085	2261	2249	5996	C12
18086	-9999	2249	5996	C12
18087	2261	2251	5996	C12
18088	2261	2249	5996	C12
18089	-9999	2251	5996	C12
18090	2261	2249	5996	C12
18091	2261	2249	5996	C12
18092	2261	2249	5996	C12
18096	2261	2251	5996	C12
18097	2261	2249	-9999	C12
18099	-9999	2249	5996	C12
18100	2261	2249	5996	C12
18101	2261	2249	5996	C12
18102	2261	2251	5996	C12
18103	2261	2249	5996	C12
18104	2261	2251	5996	C12
18105	2261	2251	5996	C12
18106	2261	2249	5996	C12
18112	2261	2251	5996	CH2
18113	2261	2249	5996	C12
18114	2261	2247	-9999	C12
18116	2261	2251	5996	C12
18117	2261	2249	5996	C12
18118	2261	2249	5996	C12
18119	2261	2251	5996	C12
18120	2261	2251	5996	C12
18121	-9999	2249	5996	C12
18122	2261	2249	5996	C12
18123	2261	2249	5996	C12
18124	2261	2251	5996	C12
18125	2261	2249	-9999	C12
18126	2261	2249	-9999	C12
18127	2261	2251	5996	C12
18128	2261	-9999	5996	C12
18129	2261	2249	-9999	C12
18131	2261	2251	5996	C12
18132	2261	2249	5996	C12
18133	2261	2251	-9999	C12
18134	2261	2251	-9999	C12
18158	2261	2249	-9999	56Fe
18163	2261	2249	5996	56Fe
18164	2261	2251	5996	56Fe
18166	2261	2249	5996	56Fe
18167	2261	2251	5996	C12
18168	2261	2249	5996	C12
18169	2261	2251	5996	C12
18170	2261	2251	5996	C12
18171	2261	2249	5996	C12
18175	2261	2251	5996	empty
18176	2261	2249	5996	4He_full
18177	2261	2251	5996	4He_full
18178	2261	2251	5996	4He_full
18179	2261	2251	5996	4He_full
18180	2261	2247	5996	4He_full
18181	2261	2249	5996	4He_full
18182	2261	2251	5996	4He_full
18183	2261	2249	5996	4He_full
18185	2261	2251	5996	4He_full
18186	2261	2251	5996	4He_full
18188	2261	2251	5996	4He_full
18190	2261	2249	5996	4He_full
18195	2261	2249	5996	4He_full
18196	2261	2249	5996	4He_full
18197	2261	2249	5996	4He_full
18198	2261	2247	5996	4He_full
18199	2261	2249	5996	4He_full
18200	2261	2249	5996	4He_full
18201	2261	2249	5996	4He_full
18202	2261	2251	5996	4He_full
18203	2261	2249	5996	4He_full
18204	2261	2249	5996	4He_full
18205	2261	2251	5996	4He_full
18206	2261	2249	5996	4He_full
18208	2261	483	1	empty
18209	2261	0	1	empty
18220	2261	2249	5996	empty
18221	2261	2251	5996	4He_full
18223	2261	2249	5995	4He_full
18224	2261	2251	5996	4He_full
18225	2261	2251	5996	4He_full
18226	2261	2251	5996	4He_full
18227	2261	2251	5996	4He_full
18228	2261	2251	5996	4He_full
18229	2261	2249	5996	4He_full
18231	2261	2251	5996	4He_full
18232	2261	2251	5996	4He_full
18233	2261	2249	5996	4He_full
18234	2261	2249	5996	4He_full
18235	2261	2251	5996	4He_full
18236	2261	2251	5996	4He_full
18237	2261	2249	5996	4He_full
18238	2261	2249	5996	4He_full
18239	2261	2249	5996	4He_full
18241	2261	2251	5996	4He_full
18242	2261	2249	5996	4He_full
18243	2261	2249	5996	4He_full
18244	2261	2251	5996	4He_full
18245	2261	2249	5996	4He_full
18246	2261	2249	5996	4He_full
18247	2261	2251	5996	4He_full
18248	2261	2251	5996	4He_full
18249	2261	2251	5996	4He_full
18251	2261	2251	5996	4He_full
18252	2261	2251	5996	4He_full
18257	2261	2251	5996	other
18258	2261	2249	5996	56Fe
18259	2261	2251	5996	56Fe
18281	2261	2249	5996	empty
18282	2261	2251	5996	empty
18283	2261	2251	5996	empty
18284	1161	751	5996	C12
18285	1161	751	5996	C12
18286	1161	749	5996	C12
18287	1161	751	5996	C12
18288	1161	749	5996	C12
18294	1161	1501	5996	C12
18297	1161	1501	5996	C12
18298	1161	1501	5996	C12
18300	1161	1501	5996	empty
18301	1161	1196	5996	empty
18302	1161	747	5996	empty
18303	1161	749	5996	empty
18306	1161	1501	5996	C12
18307	1161	1499	5996	C12
18308	1161	1499	5996	3He_full
18309	1161	1497	5996	3He_full
18310	1161	1503	5996	3He_full
18311	1161	1499	5996	3He_full
18313	1161	1499	5996	3He_full
18314	1161	1501	5996	3He_full
18315	1161	1501	5996	3He_full
18316	1161	1368	5996	3He_full
18318	1161	751	5996	3He_full
18319	1161	751	5996	empty
18320	1161	749	5996	3He_full
18321	1161	751	5996	other
18322	1161	751	5996	3He_full
18325	1161	751	5996	3He_full
