18326	1161	751	5996	3He_full
18327	1161	751	5996	3He_full
18328	1161	751	5996	3He_full
18329	1161	1501	5996	3He_full
18330	1161	1499	5996	3He_full
18331	1161	1499	5996	3He_full
18332	1161	1501	5996	3He_full
18333	1161	1499	5996	3He_full
18334	1161	1499	5996	CH2
18335	1161	1501	5996	C12
18338	2261	2249	5996	empty
18341	2261	2251	5996	empty
18342	2261	2249	5996	empty
18343	2261	2249	5996	empty
18346	2261	2251	5996	3He_full
18348	2261	2249	5996	other
18349	2261	2249	5996	3He_full
18350	2261	2249	5996	3He_full
18351	2261	2251	5996	3He_full
18356	2261	2249	5996	empty
18362	2261	2249	5996	other
18363	2261	2249	5996	C12
18364	2261	2249	5996	C12
18365	2261	2249	5996	3He_full
18366	2261	2249	5996	3He_full
18367	2261	2249	5996	3He_full
18368	2261	2249	5996	3He_full
18370	2261	2251	5996	3He_full
18374	2261	2249	5996	3He_full
18375	2261	2249	5996	empty
18376	2261	2251	5996	empty
18378	2261	2249	5996	empty
18379	2261	2251	5996	CH2
18380	2261	2249	5996	3He_full
18381	2261	2251	5996	3He_full
18382	2261	2251	5996	3He_full
18383	2261	2251	5996	3He_full
18384	2261	2251	5996	3He_full
18385	2261	2251	5996	3He_full
18386	2261	2249	5996	3He_full
18388	2261	2249	5996	3He_full
18389	2261	2251	5996	3He_full
18391	2261	2249	5996	empty
18393	2261	2249	5996	empty
18394	2261	2249	5996	empty
18399	2261	2249	5996	CH2
18400	2261	2249	5996	CH2
18401	2261	2249	5996	empty
18402	2261	2249	5996	3He_full
18403	-9999	2249	5996	3He_full
18405	2261	2251	1	3He_full
18406	2261	2249	5996	3He_full
18407	2261	2249	5996	3He_full
18408	2261	2247	5996	3He_full
18409	2261	2251	5996	3He_full
18410	2261	2249	5996	3He_full
18411	2261	2249	5996	empty
18412	2261	2249	5996	CH2
18413	2261	2251	5996	CH2
18414	2261	2249	5996	CH2
18415	2261	2249	5996	3He_full
18416	2261	2251	5996	3He_full
18428	2261	2249	5996	3He_full
18430	2261	2249	5996	3He_full
18431	2261	2249	5996	3He_full
18432	2261	2249	5996	3He_full
18433	2261	2249	5996	3He_full
18437	2261	2249	5996	3He_full
18438	2261	2249	5996	empty
18441	4461	2249	5996	empty
18442	4461	2251	5996	empty
18443	4461	2249	5996	3He_full
18446	4461	2251	5996	empty
18447	4461	2251	5996	CH2
18449	4461	2251	5996	3He_full
18451	4461	2249	5996	other
18453	4461	2249	5996	3He_full
18454	4461	2251	5996	3He_full
18456	4461	2253	5996	CH2
18458	4461	2249	5996	3He_full
18459	4461	2249	5996	3He_full
18460	4461	2249	5996	3He_full
18461	4461	2249	5996	3He_full
18462	4461	2249	5996	3He_full
18463	4461	2251	5996	3He_full
18464	4461	2249	5996	3He_full
18465	4461	2251	5996	3He_full
18469	4461	2251	5996	3He_full
18470	4461	2249	5996	3He_full
18471	4461	2251	5996	3He_full
18472	4461	2251	5996	3He_full
18473	4461	2251	5996	3He_full
18474	4461	2251	5996	3He_full
18475	4461	2249	5996	3He_full
18476	4461	2251	5996	3He_full
18477	4461	2249	5996	3He_full
18496	4461	2251	5996	other
18506	4461	2249	5996	other
18509	4461	2251	5996	other
18511	4461	2249	5996	other
18518	4461	2249	5996	other
18519	4461	2249	5996	C12
18520	4461	2251	5996	3He_full
18521	4461	2251	5996	3He_full
18522	4461	2249	5996	empty
