26.2564	34.7359	24.683	32.9905	-24.4118	-15.6987	-13.7253	-29.5895	131.839	97.3917
0.441269	-1.45301	0.470268	-0.580968	4.20154	3.34818	-1.53789	10.9088	-6.64199	2.99764
-29.7632	660.653	124.501	464.263	-0.0480933	-0.155291	-0.296133	0.248994	-22.8623	26.7715
94.5137	-79.1375	-9.04329	30.5379	-0.0800641	-0.102923	0.0648705	-0.326966	4.91185	-5.95695
7.71903	11.3239	8.60129	11.7414	0.000311929	0.000736214	0.00269427	-0.00154954	126.5	126.5
2.10915	1.05352	1.66063	0.320415	0.000511191	0.000775517	-0.000928492	0.00202508	20	20
29.7455	30.6992	26.2736	26.8867	-34.5523	-15.9442	-12.356	-7.20087	132.055	132.154
-0.826489	0.71858	-0.591497	0.748481	8.81812	1.75807	-2.62192	-6.19132	-5.2283	-6.60261
4.09596	442.087	182.954	150.349	0.221281	-0.196246	-0.366191	-0.568426	2.20945	0.000146616
91.8187	4.20897	-51.059	51.4182	-0.203846	-0.0524198	0.115155	0.257971	-1.57951	1.53542
8.38108	3.62722	7.65701	8.70942	-0.00115322	0.00118102	0.0033624	0.00476513	128.429	128.429
1.5016	3.35155	2.29757	1.51013	0.00119883	0.000398854	-0.00137599	-0.00236084	11.4286	11.4286
29.5399	19.1518	24.8681	26.0729	-29.4962	-14.4453	-2.52638	-10.0076	137.945	113.746
-0.878321	3.71404	1.15526	0.357197	6.57417	1.65733	-9.6591	-3.66545	-7.90553	-1.24667
43.1909	-197.134	111.322	136.456	0.0830637	-0.269699	-0.743505	-0.468027	-12.8716	32.0728
64.9772	177.828	22.2304	24.1839	-0.142094	-0.0423913	0.380195	0.163446	3.94534	-9.35241
11.1844	9.63173	9.46319	6.70568	-0.000271087	0.00187485	0.0067055	0.00421363	119.857	119.857
0.825411	1.35402	1.6834	0.820883	0.000801481	0.000274252	-0.00369404	-0.00175242	22.8571	22.8571
28.5857	23.9897	29.3639	25.8339	-29.5177	-18.5972	-34.5804	-9.03582	124.743	118.596
0.4061	1.52101	1.307	1.018	6.23458	1.41622	15.3815	-5.14009	-3.54503	-2.44983
98.6296	23.9288	282.797	149.648	0.183415	-0.144491	0.417723	-0.515592	-22.8263	22.2973
95.5022	71.4476	89.5863	38.7987	-0.160458	-0.0369631	-0.489802	0.221044	5.62231	-5.40976
13.7297	8.89464	11.7162	6.56928	-0.00121912	0.000874762	-0.00337546	0.00482855	130.429	130.429
0.415071	1.69512	0.376266	0.527773	0.0010282	0.000326006	0.00370894	-0.00237549	11.4286	11.4286
31.9803	22.6619	36.8099	27.997	-19.8091	-17.1008	1.87747	-8.55955	136.455	125.129
0.341766	2.4697	-0.785452	0.0685368	4.37431	0.577868	-7.70598	-5.27785	-7.59559	-3.96273
257.124	-54.5174	655.368	268.87	-0.046672	-0.173353	-0.919924	-0.504058	-18.6847	21.6178
103.504	112.22	46.4935	-45.3343	-0.124147	-0.021315	0.376373	0.201472	4.52149	-5.86908
14.2357	11.2561	12.0443	5.26386	-7.21454e-05	0.00108238	0.00776553	0.00404296	123.5	123.5
0.43387	0.687839	0.500522	3.08026	0.000931229	0.000189545	-0.00354661	-0.00175892	20	20
29.2846	20.9859	25.8401	30.3568	-38.1865	2.21904	-12.3968	-21.122	126.556	111.201
-0.257616	3.86504	0.899645	1.60206	10.6462	-3.38706	-2.37408	5.19264	-4.02284	-0.178015
51.1709	-56.5229	141.723	359.39	0.363126	-0.636698	-0.367352	-0.0761427	-22.2328	25.1267
84.3207	230.635	27.6687	197.047	-0.267793	0.0953525	0.114661	-0.0826774	5.23298	-6.55928
10.2963	13.6587	9.62103	11.1523	-0.00212252	0.0038789	0.00352523	0.0018747	124.857	124.857
1.69991	0.270987	1.7379	0.451219	0.00162732	-0.000559086	-0.00148841	-0.000390706	22.8571	22.8571
